text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,-1,-1,1400,0,stim,poldrack-single-stim,494,539198,0.0-6.2-144.2,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,1522,13,1522,0,practice-no-stop-feedback,poldrack-single-stim,495,540723,0.0-6.3-0.3,go_nogo_deval,424,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  408 ms. Accuracy: 50%</strong></p></div>,13,1522,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,496,541224,0.0-6.3-1.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,398,32,850,0,stim,go1,497,542075,0.0-6.3-2.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,0,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,498,543477,0.0-6.3-3.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,499,543979,0.0-6.3-4.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,355,32,850,0,stim,go2,500,544831,0.0-6.3-5.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,1,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,501,546233,0.0-6.3-6.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,502,546734,0.0-6.3-7.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,503,547585,0.0-6.3-8.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,2,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,504,548987,0.0-6.3-9.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,505,549488,0.0-6.3-10.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,381,32,850,0,stim,go1,506,550340,0.0-6.3-11.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,3,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,507,551742,0.0-6.3-12.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,508,552243,0.0-6.3-13.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,509,553094,0.0-6.3-14.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,4,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,510,554496,0.0-6.3-15.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,511,554998,0.0-6.3-16.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,350,32,850,0,stim,go2,512,555850,0.0-6.3-17.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,5,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,513,557251,0.0-6.3-18.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,514,557752,0.0-6.3-19.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,515,558604,0.0-6.3-20.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,6,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,516,560006,0.0-6.3-21.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,517,560507,0.0-6.3-22.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,331,32,850,0,stim,go2,518,561359,0.0-6.3-23.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,7,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,519,562761,0.0-6.3-24.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,520,563262,0.0-6.3-25.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,331,32,850,0,stim,go2,521,564114,0.0-6.3-26.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,8,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,522,565516,0.0-6.3-27.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,523,566017,0.0-6.3-28.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,356,32,850,0,stim,go2,524,566869,0.0-6.3-29.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,9,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,525,568270,0.0-6.3-30.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,526,568772,0.0-6.3-31.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,527,569624,0.0-6.3-32.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,10,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,528,571025,0.0-6.3-33.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,529,571527,0.0-6.3-34.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,324,32,850,0,stim,go1,530,572378,0.0-6.3-35.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,11,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,531,573779,0.0-6.3-36.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,532,574281,0.0-6.3-37.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,533,575133,0.0-6.3-38.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,12,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,534,576535,0.0-6.3-39.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,535,577037,0.0-6.3-40.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,536,577889,0.0-6.3-41.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,13,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,537,579290,0.0-6.3-42.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,538,579790,0.0-6.3-43.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,539,580642,0.0-6.3-44.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,14,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,540,582044,0.0-6.3-45.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,541,582546,0.0-6.3-46.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,342,32,850,0,stim,go1,542,583398,0.0-6.3-47.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,15,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,543,584800,0.0-6.3-48.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,544,585301,0.0-6.3-49.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,398,32,850,0,stim,go2,545,586152,0.0-6.3-50.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,16,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,546,587554,0.0-6.3-51.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,547,588056,0.0-6.3-52.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,333,32,850,0,stim,go1,548,588908,0.0-6.3-53.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,17,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,549,590308,0.0-6.3-54.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,550,590810,0.0-6.3-55.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,301,32,850,0,stim,go1,551,591662,0.0-6.3-56.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,18,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,552,593064,0.0-6.3-57.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,553,593565,0.0-6.3-58.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,554,594417,0.0-6.3-59.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,19,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,555,595818,0.0-6.3-60.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,556,596320,0.0-6.3-61.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,557,597172,0.0-6.3-62.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,20,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,558,598574,0.0-6.3-63.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,559,599076,0.0-6.3-64.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,339,32,850,0,stim,go1,560,599927,0.0-6.3-65.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,21,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,561,601328,0.0-6.3-66.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,562,601830,0.0-6.3-67.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,419,32,850,0,stim,go2,563,602682,0.0-6.3-68.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,22,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,564,604083,0.0-6.3-69.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,565,604585,0.0-6.3-70.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,421,32,850,0,stim,go1,566,605435,0.0-6.3-71.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,23,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,567,606837,0.0-6.3-72.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,568,607338,0.0-6.3-73.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,401,32,850,0,stim,go2,569,608190,0.0-6.3-74.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,24,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,570,609592,0.0-6.3-75.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,571,610093,0.0-6.3-76.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,572,610944,0.0-6.3-77.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,25,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,573,612346,0.0-6.3-78.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,574,612848,0.0-6.3-79.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,517,32,850,0,stim,go1,575,613700,0.0-6.3-80.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,26,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,576,615100,0.0-6.3-81.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,577,615601,0.0-6.3-82.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,578,616453,0.0-6.3-83.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,27,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,579,617854,0.0-6.3-84.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,580,618356,0.0-6.3-85.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,352,32,850,0,stim,go1,581,619208,0.0-6.3-86.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,28,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,582,620609,0.0-6.3-87.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,583,621111,0.0-6.3-88.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,511,32,850,0,stim,go2,584,621962,0.0-6.3-89.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,29,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,585,623364,0.0-6.3-90.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,586,623864,0.0-6.3-91.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,379,32,850,0,stim,go2,587,624716,0.0-6.3-92.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,30,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,588,626118,0.0-6.3-93.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,589,626619,0.0-6.3-94.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,380,32,850,0,stim,go1,590,627471,0.0-6.3-95.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,31,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,591,628873,0.0-6.3-96.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,592,629374,0.0-6.3-97.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,336,32,850,0,stim,go1,593,630226,0.0-6.3-98.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,32,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,594,631628,0.0-6.3-99.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,595,632129,0.0-6.3-100.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,596,632981,0.0-6.3-101.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,33,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,597,634383,0.0-6.3-102.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,598,634885,0.0-6.3-103.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,328,32,850,0,stim,go1,599,635737,0.0-6.3-104.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,34,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,600,637139,0.0-6.3-105.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,601,637640,0.0-6.3-106.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,328,32,850,0,stim,go2,602,638492,0.0-6.3-107.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,35,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,603,639894,0.0-6.3-108.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,604,640394,0.0-6.3-109.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,330,32,850,0,stim,go2,605,641246,0.0-6.3-110.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,36,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,606,642648,0.0-6.3-111.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,607,643149,0.0-6.3-112.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,298,32,850,0,stim,go2,608,644001,0.0-6.3-113.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,37,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,609,645403,0.0-6.3-114.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,610,645905,0.0-6.3-115.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,400,32,850,0,stim,go1,611,646756,0.0-6.3-116.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,38,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,612,648158,0.0-6.3-117.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,613,648660,0.0-6.3-118.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,333,32,850,0,stim,go2,614,649511,0.0-6.3-119.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,39,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,615,650913,0.0-6.3-120.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,616,651413,0.0-6.3-121.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,617,652265,0.0-6.3-122.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,40,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,618,653667,0.0-6.3-123.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,619,654169,0.0-6.3-124.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,620,655020,0.0-6.3-125.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,41,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,621,656421,0.0-6.3-126.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,622,656923,0.0-6.3-127.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,351,32,850,0,stim,go2,623,657775,0.0-6.3-128.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,42,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,624,659176,0.0-6.3-129.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,625,659678,0.0-6.3-130.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,363,32,850,0,stim,go1,626,660528,0.0-6.3-131.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,43,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,627,661930,0.0-6.3-132.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,628,662432,0.0-6.3-133.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,629,663284,0.0-6.3-134.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,44,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,630,664684,0.0-6.3-135.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,631,665186,0.0-6.3-136.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,435,32,850,0,stim,go2,632,666037,0.0-6.3-137.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,45,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,633,667439,0.0-6.3-138.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,634,667940,0.0-6.3-139.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,438,32,850,0,stim,go1,635,668792,0.0-6.3-140.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,46,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,636,670193,0.0-6.3-141.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,637,670695,0.0-6.3-142.3,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,638,671546,0.0-6.3-143.3,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,47,3,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,639,672948,0.0-6.3-144.3,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,1849,13,1849,0,practice-no-stop-feedback,poldrack-single-stim,640,674802,0.0-6.4-0.4,go_nogo_deval,424,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  371 ms. Accuracy: 50%</strong></p></div>,13,1849,,,,,,,,,,,
